,X,president,speech_year,month,avg_sentiment,avg_approval,unemploychg,sp500chg,cons_sentchg,real_gdpchg,cpichg,pcechg,gdpc1chg,ind_prochg,savingschg,avg_sentiment_ctr
151,348,BILL CLINTON,1997,6/1/97,0.547418815,0.55,-2.040816327,4.345261557,1.259689922,6.8,-2.251407129,7.472253764,0,0.486725339,-0.2,-0.030635043
152,349,BILL CLINTON,1997,7/1/97,0.76046176,0.58,2,7.814580951,2.488038278,5.1,-1.498127341,11.92530305,1.250848033,0.75288,-0.5,0.182407903
153,350,BILL CLINTON,1997,8/1/97,0.380357143,0.6,2.040816327,-5.746563183,-2.521008403,5.1,-2.992518703,8.261245675,0,1.046710923,-0.1,-0.197696715
154,351,BILL CLINTON,1997,9/1/97,0.542801513,0.585,-2.083333333,5.315358994,1.53256705,5.1,-2.985074627,3.157329515,0,0.89073691,0.2,-0.035252345
155,352,BILL CLINTON,1997,10/1/97,0.526925095,0.565,4.081632653,-3.44776972,-0.377358491,3.5,-2.23325062,7.711944588,0.858816513,0.868902204,0,-0.051128763
156,353,BILL CLINTON,1997,11/1/97,0.450525709,0.59,2.127659574,4.458685489,1.515151515,3.5,-1.486068111,4.980754563,0,0.879141001,0.2,-0.127528149
157,354,BILL CLINTON,1997,12/1/97,0.540833769,0.55,-2.173913043,1.573159789,-4.757462687,3.5,-0.742115028,6.571161082,0,0.302050827,0,-0.037220088
158,355,BILL CLINTON,1998,1/1/98,0.467116402,0.618333333,2.127659574,1.01501768,4.407443683,4.1,-1.483312732,-0.463800706,0.999479915,0.52247307,1,-0.110937456
159,356,BILL CLINTON,1998,2/1/98,0.454105617,0.655,0,7.044919304,3.564727955,4.1,0,7.149510536,0,0.115168286,0,-0.123948241
160,357,BILL CLINTON,1998,3/1/98,0.499292875,0.646666667,-2.173913043,4.994571416,-3.532608696,4.1,0,5.555749677,0,0.073770454,0.1,-0.078760983
161,358,BILL CLINTON,1998,4/1/98,0.444853968,0.65,8.510638298,0.907646925,2.0657277,3.8,-1.481481481,7.88828409,0.925807138,0.362706117,-0.3,-0.13319989
162,359,BILL CLINTON,1998,5/1/98,0.46774027,0.64,-2.325581395,-1.882622352,-2.023919043,3.8,-2.959309494,10.32463157,0,0.641651699,-0.3,-0.110313588
163,360,BILL CLINTON,1998,6/1/98,0.49576444,0.6,-2.272727273,3.943824108,-0.845070423,3.8,-1.47601476,6.947703798,0,-0.628894241,-0.1,-0.082289418
164,361,BILL CLINTON,1998,7/1/98,0.515155095,0.626666667,0,-1.161532703,-0.378787879,5.1,-2.948402948,3.739973091,1.252567402,-0.345068572,0.1,-0.062898763
165,362,BILL CLINTON,1998,8/1/98,0.316867591,0.623333333,0,-14.57967186,-0.760456274,5.1,-1.470588235,7.130730051,0,2.055701543,-0.1,-0.261186267
166,363,BILL CLINTON,1998,9/1/98,0.46668035,0.622857143,-2.222222222,6.239551562,-3.352490421,5.1,-0.734394125,8.22278481,0,-0.192267333,-0.4,-0.111373508
167,364,BILL CLINTON,1998,10/1/98,0.35921659,0.645,2.173913043,8.029422837,-3.468780971,6.6,-2.935779817,6.678288856,1.615880229,0.805370341,-0.2,-0.218837268
168,365,BILL CLINTON,1998,11/1/98,0.443626498,0.65,2.222222222,5.912599634,5.441478439,6.6,-1.464307505,3.320664133,0,-0.06269023,0.1,-0.13442736
169,366,BILL CLINTON,1998,12/1/98,0.581689342,0.64,0,5.637528658,-2.142161636,6.6,-2.193784278,10.99178774,0,0.365941106,-0.5,0.003635485
170,367,BILL CLINTON,1999,1/1/99,0.50973674,0.67,2.272727273,4.100944154,3.383084577,3.8,-2.189781022,0.4744255,0.946471881,0.472837292,0.6,-0.068317118
171,368,BILL CLINTON,1999,2/1/99,0.501625296,0.645714286,-2.325581395,-3.228256269,4.042348412,3.8,0,5.710616015,0,0.515903883,-0.2,-0.076428562
172,369,BILL CLINTON,1999,3/1/99,0.47393675,0.64,4.545454545,3.879421536,-2.220166512,3.8,-0.72859745,6.116227998,0,0.161195147,-0.3,-0.104117108
173,370,BILL CLINTON,1999,4/1/99,0.389812646,0.59,-2.380952381,3.794402792,-1.040681173,3.1,-8.009708738,12.38565768,0.769158642,0.284732439,-0.7,-0.188241211
174,371,BILL CLINTON,1999,5/1/99,0.342209524,0.58,2.325581395,-2.497048087,2.103250478,3.1,-0.723327306,5.713179045,0,0.684900555,-0.3,-0.235844334
175,372,BILL CLINTON,1999,6/1/99,0.513173973,0.59,-2.380952381,5.443833102,0.468164794,3.1,0,5.454808295,0,-0.165189015,-0.1,-0.064879885
176,373,BILL CLINTON,1999,7/1/99,0.356528513,0.596666667,0,-3.204609222,-1.211556384,5.3,-5.060240964,5.276622961,1.309664834,0.633449928,0,-0.221525345
177,374,BILL CLINTON,1999,8/1/99,0.414394319,0.593333333,2.325581395,-0.625409204,-1.41509434,5.3,-2.879424115,8.596672769,0,0.425816139,-0.1,-0.163659539
178,375,BILL CLINTON,1999,9/1/99,0.401115551,0.595,0,-2.855179227,2.583732057,5.3,-5.026929982,9.920177033,0,-0.419128218,-0.5,-0.176938307
179,376,BILL CLINTON,1999,10/1/99,0.453147987,0.575,2.380952381,6.253954163,-3.731343284,7,-2.145411204,4.38326958,1.699585031,1.325325884,0.4,-0.124905871
180,377,BILL CLINTON,1999,11/1/99,0.509863946,0.585,0,1.906185862,3.875968992,7,-2.141582391,6.710298183,0,0.480012387,0.2,-0.068189912
181,378,BILL CLINTON,1999,12/1/99,0.54021879,0.565,2.43902439,5.784389488,-1.679104478,7,-2.850356295,18.78873546,0,0.761418604,-0.4,-0.037835068
182,379,BILL CLINTON,2000,1/1/00,0.512982504,0.6175,0,-5.090354875,6.261859583,1.5,-3.55450237,-0.623977243,0.361760152,0.01720558,1,-0.065071354
183,380,BILL CLINTON,2000,2/1/00,0.477632154,0.596666667,-2.5,-2.010808326,-0.625,1.5,-4.961606615,15.49737579,0,0.277365705,-0.6,-0.100421704
184,381,BILL CLINTON,2000,3/1/00,0.540035598,0.6,2.43902439,9.671982827,-3.773584906,1.5,-7.058823529,11.98241612,0,0.380905384,-0.3,-0.03801826
185,382,BILL CLINTON,2000,4/1/00,0.570608243,0.58,5,-3.079575555,1.960784314,7.5,0.701754386,-2.638427712,1.831164672,0.73550045,0.5,-0.007445615
186,383,BILL CLINTON,2000,5/1/00,0.445272178,0.57,-5.263157895,-2.191505051,1.373626374,7.5,-2.106495026,6.565633853,0,0.159493475,-0.1,-0.132781679
187,384,BILL CLINTON,2000,6/1/00,0.488024453,0.565,0,2.393354961,-3.884372177,7.5,-7.009345794,6.494126066,0,0.098596748,0,-0.090029405
188,385,BILL CLINTON,2000,7/1/00,0.457503053,0.58,0,-1.634127622,1.785714286,0.5,-3.484320557,3.594359347,0.133555285,-0.144354707,0.3,-0.120550805
189,386,BILL CLINTON,2000,8/1/00,0.433948024,0.6075,-2.5,6.069910518,-0.923361034,0.5,0,6.209251785,0,-0.293938589,0,-0.144105834
190,387,BILL CLINTON,2000,9/1/00,0.46575322,0.6,4.87804878,-5.348297475,-0.465983225,0.5,-6.253618992,14.79019282,0,0.38524002,-0.7,-0.112300638
191,388,BILL CLINTON,2000,10/1/00,0.447727822,0.57,0,-0.494948587,-0.936329588,2.5,-2.073732719,0.924029116,0.622889589,-0.299944401,0.1,-0.130326036
192,389,BILL CLINTON,2000,11/1/00,0.606904165,0.63,0,-8.006860996,1.701323251,2.5,-2.070155262,2.473795767,0,0.019287737,-0.1,0.028850307
193,390,BILL CLINTON,2000,12/1/00,0.644634792,0.65,0,0.405344553,-8.550185874,2.5,-2.755453502,7.527816412,0,-0.266098487,-0.3,0.066580934
194,391,BILL CLINTON,2001,1/1/01,0.485958486,0.645,-7.692307692,3.463657709,-3.760162602,-1.1,-6.872852234,5.407662295,-0.285177655,-0.642799272,0.6,-0.092095372
195,488,DONALD TRUMP,2017,1/1/17,0.50399729,0.44,0,1.788435817,0.305498982,1.8,-4.982452672,5.096908734,0.44330398,-0.241663156,0.4,-0.074056568
196,489,DONALD TRUMP,2017,2/1/17,0.782185592,0.415,0,3.719816034,-2.233502538,1.8,-0.890967266,-1.310063671,0,-0.372442566,0.5,0.204131734
197,490,DONALD TRUMP,2017,3/1/17,0.593724868,0.3975,6.382978723,-0.038919719,0.62305296,1.8,1.042789626,6.88764397,0,0.554242767,-0.2,0.01567101
198,491,DONALD TRUMP,2017,4/1/17,0.484315718,0.405,0,0.909120855,0.103199174,3,-1.48677533,4.067054729,0.739667636,0.964919454,-0.3,-0.09373814
199,492,DONALD TRUMP,2017,5/1/17,0.571490993,0.394,0,1.157625139,0.103092784,3,0.43761345,2.317479552,0,-0.002603293,0.2,-0.006562864
200,493,DONALD TRUMP,2017,6/1/17,0.658650794,0.3825,2.272727273,0.481377509,-2.162718847,3,-1.082135742,3.319853358,0,0.05679183,-0.3,0.080596936
201,494,DONALD TRUMP,2017,7/1/17,0.463180708,0.378,0,1.934882612,-1.684210526,2.8,-1.022188368,2.35185925,0.698482647,-0.144934519,0.1,-0.11487315
202,495,DONALD TRUMP,2017,8/1/17,0.492198582,0.36,-2.325581395,0.054643281,3.640256959,2.8,-4.453537379,4.243121854,0,-0.410150105,0.1,-0.085855276
203,496,DONALD TRUMP,2017,9/1/17,0.420978327,0.375,4.545454545,1.930297853,-1.756198347,2.8,-5.483964337,9.625836826,0,-0.018993058,-0.2,-0.157075531
204,497,DONALD TRUMP,2017,10/1/17,0.42838955,0.368,2.380952381,2.218813533,5.888538381,2.3,-0.822991827,5.301165394,0.567937154,1.539796077,-0.1,-0.149664308
205,498,DONALD TRUMP,2017,11/1/17,0.729514533,0.37,-2.43902439,0.372004301,-2.184707051,2.3,-3.625495261,8.263300137,0,0.505513785,-0.3,0.151460675
206,499,DONALD TRUMP,2017,12/1/17,0.519283024,0.3675,2.380952381,3.434255736,-2.639593909,2.3,-2.760661783,3.097400449,0,0.451591397,0,-0.058770834
207,500,DONALD TRUMP,2018,1/1/18,0.618151927,0.378,0,5.617870444,-0.208550574,2.2,-4.758351116,2.55251731,0.549859145,-0.314551034,0.8,0.04009807
208,501,DONALD TRUMP,2018,2/1/18,0.523831169,0.3875,0,-3.894737206,4.179728318,2.2,-2.338438791,-1.466777919,0,0.45477351,0.4,-0.054222689
209,502,DONALD TRUMP,2018,3/1/18,0.0875,0.3925,2.43902439,-2.688449862,1.705115346,2.2,-0.620766815,7.422009541,0,0.502470812,-0.2,-0.490553858
210,503,DONALD TRUMP,2018,4/1/18,1.125,0.404,2.5,0.271877513,-2.564102564,4.2,-2.202823269,6.546106057,1.023866944,1.140078611,-0.4,0.546946142
211,504,DONALD TRUMP,2018,5/1/18,-0.6,0.415,2.564102564,2.160834197,-0.809716599,4.2,-3.312583015,6.554052096,0,-0.821363819,-0.2,-1.178053858
212,505,DONALD TRUMP,2018,6/1/18,0.277777778,0.425,-5.263157895,0.484243602,0.204081633,4.2,-2.336362838,5.221676296,0,0.623910708,-0.1,-0.30027608
213,506,DONALD TRUMP,2018,7/1/18,0.555555556,0.414,2.5,3.602155622,-0.305498982,3.4,-2.212364714,5.801592425,0.828654459,0.419287017,-0.1,-0.022498302
214,583,DWIGHT D. EISENHOWER,1959,1/1/59,0.904545455,0.56,3.225806452,0.434707488,0,7.9,-1.656886434,13.72100621,1.921298299,1.490635864,-0.7,0.326491597
215,584,DWIGHT D. EISENHOWER,1959,2/1/59,0.635878489,0.58,1.666666667,-0.072138863,0,7.9,0.413650465,13.72100621,0,1.958470351,-0.7,0.057824631
216,585,DWIGHT D. EISENHOWER,1959,3/1/59,0.886984127,0.6,5.084745763,0.054140047,0,7.9,1.24137931,12.01550388,0,1.440529914,-0.3,0.308930269
217,586,DWIGHT D. EISENHOWER,1959,4/1/59,0.82973138,0.59,7.142857143,3.878068252,0,9.3,-0.414221609,-1.918771986,2.256420375,2.130323672,0.9,0.251677522
218,587,DWIGHT D. EISENHOWER,1959,5/1/59,0.68089701,0.63,1.923076923,1.892689703,4.955947137,9.3,-2.48447205,14.99039078,0,1.506358086,-0.6,0.102843152
219,588,DWIGHT D. EISENHOWER,1959,6/1/59,0.836870748,0.62,1.960784314,-0.357871506,0,9.3,-2.892561983,7.972160709,0,0.114185838,-0.1,0.25881689
220,589,DWIGHT D. EISENHOWER,1959,7/1/59,0.818526786,0.6,-2,3.488963511,0,0.3,-1.648917898,-1.508485229,0.071200797,-2.394755913,0.2,0.240472928
221,590,DWIGHT D. EISENHOWER,1959,8/1/59,0.475396825,0.63,-1.960784314,-1.503883705,0,0.3,-1.234991424,9.062303335,0,-3.387921434,-1.1,-0.102657032
222,591,DWIGHT D. EISENHOWER,1959,9/1/59,0.633369408,0.66,-5.769230769,-4.563753509,0,0.3,-2.87868403,14.99063086,0,-0.120515071,-0.9,0.055315551
223,592,DWIGHT D. EISENHOWER,1959,10/1/59,0.774131274,0.66,-3.636363636,1.125174031,0,1.1,-4.102564103,-5.181986428,0.285038782,-0.726585964,0.7,0.196077416
224,593,DWIGHT D. EISENHOWER,1959,11/1/59,0.844987469,0.64,-1.754385965,1.321277816,-1.573976915,1.1,0,0.371747212,0,0.609919896,0.7,0.266933611
225,594,DWIGHT D. EISENHOWER,1959,12/1/59,0.983969341,0.71,8.620689655,2.762525785,0,1.1,-2.453151618,0,0,6.181717907,0.9,0.405915483
226,595,DWIGHT D. EISENHOWER,1960,1/1/60,0.702380952,0.66,1.886792453,-7.146431911,0,9.3,1.632097926,2.60142459,2.247297628,2.625449839,-0.1,0.124327095
227,596,DWIGHT D. EISENHOWER,1960,2/1/60,0.807435597,0.63,7.692307692,0.917097628,6.609808102,9.3,-1.634320735,6.30407911,0,-0.889715452,-0.3,0.229381739
228,597,DWIGHT D. EISENHOWER,1960,3/1/60,0.720892857,0.64,-12.5,-1.389877074,0,9.3,0,18.0756225,0,-0.898107732,-1.2,0.142838999
229,598,DWIGHT D. EISENHOWER,1960,4/1/60,0.915826331,0.61,3.703703704,-1.752802674,0,-2.1,-5.304318259,22.89521502,-0.539386774,-0.792556998,-1,0.337772473
230,599,DWIGHT D. EISENHOWER,1960,5/1/60,0.887414966,0.64,1.923076923,2.685309963,-6.7,-2.1,-1.218686527,-23.17979198,0,-0.114185838,2,0.309361108
231,600,DWIGHT D. EISENHOWER,1960,6/1/60,0.660406404,0.585,-5.882352941,1.95234813,0,-2.1,-1.623266824,0.363636364,0,-1.257067393,0,0.082352546
232,601,DWIGHT D. EISENHOWER,1960,7/1/60,0.718060395,0.555,-1.851851852,-2.477161015,0,2,2.431610942,4.725840654,0.489274691,-0.3473151,0,0.140006537
233,602,DWIGHT D. EISENHOWER,1960,8/1/60,0.974821429,0.615,-1.818181818,2.612143852,4.180064309,2,-2.436548223,0.724200362,0,-0.116175194,-0.1,0.396767571
234,603,DWIGHT D. EISENHOWER,1960,9/1/60,0.683817267,0.61,1.785714286,-6.039324193,0,2,0,6.513872135,0,-1.046372966,-0.3,0.105763409
235,604,DWIGHT D. EISENHOWER,1960,10/1/60,0.570340136,0.57,-10.90909091,-0.242901719,0,-5,-5.673758865,7.198560288,-1.283433959,-0.117540227,-0.2,-0.007713722
236,605,DWIGHT D. EISENHOWER,1960,11/1/60,0.714489796,0.59,0,4.026975164,-7.304526749,-5,-1.210084034,0,0,-1.411717724,0,0.136435938
237,606,DWIGHT D. EISENHOWER,1960,12/1/60,0.956095238,0.635,-8.196721311,4.627295559,0,-5,-1.20886501,-14.66905188,0,-1.909387066,0.6,0.37804138
238,607,DWIGHT D. EISENHOWER,1961,1/1/61,0.932073844,0.635,0,6.315604779,0,2.7,-1.20764844,3.2598853,0.675029061,0.121687102,0.7,0.354019986
239,783,GEORGE BUSH,1989,1/1/89,0.794957983,0.51,-1.886792453,7.111479162,6.528835691,4.1,-4.971002486,8.324421193,1.016602491,0.298805873,0.2,0.216904125
240,784,GEORGE BUSH,1989,2/1/89,0.624968876,0.61,3.703703704,-2.894414889,-2.553626149,4.1,-3.96039604,1.481183799,0,-0.448826303,0.5,0.046915019
241,785,GEORGE BUSH,1989,3/1/89,0.498983886,0.59,3.846153846,2.080596245,-1.153039832,4.1,-5.921052632,3.71559633,0,0.228014205,0.5,-0.079069971
242,786,GEORGE BUSH,1989,4/1/89,0.541329137,0.555,-4,5.008993879,-2.969247084,3.1,-8.83797054,15.15948325,0.76326912,0.081885848,-1.1,-0.036724721
243,787,GEORGE BUSH,1989,5/1/89,0.585141595,0.584,0,3.513749345,-0.87431694,3.1,-5.848903331,2.980524979,0,-0.690062999,-0.3,0.007087737
244,788,GEORGE BUSH,1989,6/1/89,0.612207602,0.646666667,-1.923076923,-0.792455412,-0.110253583,3.1,-3.880355699,5.000281547,0,0.049778988,0.1,0.034153744
245,789,GEORGE BUSH,1989,7/1/89,0.572111714,0.66,1.886792453,8.837025922,1.545253863,3,-3.867848509,6.426288342,0.740880715,-0.888490715,0,-0.005942144
246,790,GEORGE BUSH,1989,8/1/89,0.535045561,0.643333333,0,1.551671637,-2.608695652,3,0,11.67972781,0,0.908687978,-0.6,-0.043008296
247,791,GEORGE BUSH,1989,9/1/89,0.522039072,0.675,-1.923076923,-0.65443674,6.919642857,3,-2.891566265,0.430867812,0,-0.351543375,0.5,-0.056014786
248,792,GEORGE BUSH,1989,10/1/89,0.546467861,0.64,0,-2.517545224,-1.983298539,0.8,-5.769230769,3.876418454,0.197046777,-0.076623389,0.4,-0.031585997
249,793,GEORGE BUSH,1989,11/1/89,0.650514694,0.66,-1.886792453,1.654132462,-3.194888179,0.8,-4.784688995,3.20343461,0,0.331235247,0.1,0.072460836
250,794,GEORGE BUSH,1989,12/1/89,0.627789623,0.685,0,2.141681613,-0.440044004,0.8,-3.812549643,13.47130349,0,0.614741182,-0.8,0.049735765
251,795,GEORGE BUSH,1990,1/1/90,0.557446312,0.79,0,-6.881722528,2.762430939,4.4,-11.40142518,15.14575756,1.092790334,-0.674417403,0.2,-0.020607546
252,796,GEORGE BUSH,1990,2/1/90,0.742297762,0.726666667,1.851851852,0.853904252,-3.76344086,4.4,-4.705882353,-0.804138634,0,1.000676474,0.6,0.164243905
253,797,GEORGE BUSH,1990,3/1/90,0.593480008,0.705,1.886792453,2.425498399,2.011173184,4.4,-5.625,8.593959552,0,0.482422793,-0.3,0.01542615
254,798,GEORGE BUSH,1990,4/1/90,0.68994709,0.69,-3.846153846,-2.688713875,2.847754655,1.5,-2.799377916,4.825694426,0.36290822,-0.162366164,0.5,0.111893232
255,799,GEORGE BUSH,1990,5/1/90,0.672862103,0.66,0,9.198919016,-3.514376997,1.5,-1.861908456,1.846153846,0,0.219278451,-0.1,0.094808245
256,800,GEORGE BUSH,1990,6/1/90,0.864324961,0.69,3.703703704,-0.888636576,-2.538631347,1.5,-7.43609605,9.121245829,0,0.325014636,-0.1,0.286271103
257,801,GEORGE BUSH,1990,7/1/90,0.708508977,0.614,-5.769230769,-0.522315808,-0.113250283,0.3,-5.542725173,5.425154422,0.066522924,-0.119957156,0.1,0.13045512
258,802,GEORGE BUSH,1990,8/1/90,0.324420024,0.732857143,-3.636363636,-9.431418382,-13.37868481,0.3,-10.11494253,8.352303949,0,0.305134599,-0.6,-0.253633833
259,803,GEORGE BUSH,1990,9/1/90,0.479838401,0.672,-3.50877193,-5.118430711,-4.712041885,0.3,-8.20668693,6.797806824,0,0.137503129,0,-0.098215457
260,804,GEORGE BUSH,1990,10/1/90,0.609548835,0.566,0,-0.669821297,-12.22527473,-3.6,-8.150943396,0.155034754,-0.910379413,-0.753531601,-0.3,0.031494977
261,805,GEORGE BUSH,1990,11/1/90,0.521270396,0.56,-5.084745763,5.993421382,3.286384977,-3.6,-2.698650675,0.403038289,0,-1.173857079,0.1,-0.056783462
262,806,GEORGE BUSH,1990,12/1/90,0.557386522,0.6075,-1.612903226,2.482775736,-0.757575758,-3.6,-4.487658938,-3.285208812,0,-0.648720413,0.9,-0.020667336
263,807,GEORGE BUSH,1991,1/1/91,0.51297619,0.745555556,-1.587301587,4.151775168,1.984732824,-1.9,-4.470938897,-6.308756118,-0.467843818,-0.441426307,0.5,-0.065077667
264,808,GEORGE BUSH,1991,2/1/91,0.661762312,0.808333333,-3.125,6.728117486,5.389221557,-1.9,-0.890868597,8.029159073,0,-0.680819528,-0.5,0.083708454
265,809,GEORGE BUSH,1991,3/1/91,0.667024299,0.8425,-3.03030303,2.220283282,24.57386364,-1.9,0,14.36884165,0,-0.531608275,-0.8,0.088970442
266,810,GEORGE BUSH,1991,4/1/91,0.546441103,0.77,1.470588235,0.031979905,-6.727480046,3.2,-2.670623145,-1.809353437,0.779718831,0.209272376,0.6,-0.031612755
267,811,GEORGE BUSH,1991,5/1/91,0.669981812,0.7475,-2.985074627,3.860497457,-4.278728606,3.2,-4.4411547,8.01617568,0,0.998232932,-0.2,0.091927954
268,812,GEORGE BUSH,1991,6/1/91,0.595290735,0.706666667,0,-4.789262915,4.853128991,3.2,-3.539823009,2.227194142,0,0.910907026,0.5,0.017236877
269,813,GEORGE BUSH,1991,7/1/91,0.471879134,0.6925,1.449275362,4.48593432,0.974421437,2,-1.764705882,7.765511991,0.505296606,0.104816681,-0.7,-0.106174724
270,814,GEORGE BUSH,1991,8/1/91,0.485119048,0.694,-1.470588235,1.96487843,-1.085645356,2,-3.524229075,0.937972769,0,0.081403734,0.4,-0.09293481
271,815,GEORGE BUSH,1991,9/1/91,0.654171391,0.643333333,0,-1.914373754,1.219512195,2,-3.513909224,4.716434456,0,0.882755973,0.2,0.076117533
272,816,GEORGE BUSH,1991,10/1/91,0.415324136,0.64,-1.449275362,1.183423704,-5.662650602,1.4,-1.751824818,-2.620021583,0.34849867,-0.164526522,0.5,-0.162729722
273,817,GEORGE BUSH,1991,11/1/91,0.587526296,0.51,0,-4.390370868,-11.74968072,1.4,-5.247813411,8.329979879,0,-0.117467146,-0.3,0.009472438
274,818,GEORGE BUSH,1991,12/1/91,0.753082139,0.48,-4.285714286,11.15878548,-1.302460203,1.4,-3.483309144,5.065441103,0,-0.391600605,0.7,0.175028281
275,819,GEORGE BUSH,1992,1/1/92,0.622619048,0.45,0,-1.992375046,-1.026392962,4.9,-0.868306802,19.1617958,1.197051658,-0.557524222,-0.3,0.04456519
276,820,GEORGE BUSH,1992,2/1/92,0.798643113,0.402,-1.369863014,0.958954208,1.925925926,4.9,-2.603036876,4.347932529,0,0.709219858,0.4,0.220589255
277,821,GEORGE BUSH,1992,3/1/92,0.787746513,0.405,0,-2.18318627,10.46511628,4.9,-4.329004329,5.122575924,0,0.836385186,-0.1,0.209692655
278,822,GEORGE BUSH,1992,4/1/92,0.742974102,0.403333333,0,2.789271457,1.578947368,4.4,-2.588066139,4.226378431,1.084353347,0.757152918,0.2,0.164920244
279,823,GEORGE BUSH,1992,5/1/92,0.594501679,0.405,-2.702702703,0.096395708,2.590673575,4.4,-2.582496413,7.813142926,0,0.32913162,0,0.016447821
280,824,GEORGE BUSH,1992,6/1/92,0.674665065,0.366666667,-2.631578947,-1.735883206,1.515151515,4.4,-3.435934145,5.396306272,0,0.016456424,0.2,0.096611207
281,825,GEORGE BUSH,1992,7/1/92,0.644801587,0.303333333,1.282051282,3.937368405,-4.726368159,4,-3.426124197,7.957673984,0.98827193,0.898957265,-0.5,0.066747729
282,826,GEORGE BUSH,1992,8/1/92,0.649632569,0.366666667,1.298701299,-2.399753003,-0.652741514,4,-2.56227758,4.594748858,0,-0.488756468,0.1,0.071578711
283,827,GEORGE BUSH,1992,9/1/92,0.712965777,0.3475,0,0.910559382,-0.657030223,4,-2.556818182,9.77990476,0,0.231718299,-1,0.134911919
284,828,GEORGE BUSH,1992,10/1/92,0.6042507,0.346666667,3.947368421,0.210628297,-3.042328042,4.2,-5.102763997,8.290837309,1.043164688,0.75268045,-0.7,0.026196842
285,829,GEORGE BUSH,1992,11/1/92,0.490873016,0.42,-1.369863014,3.026180666,16.37107776,4.2,-3.38743825,4.425047261,0,0.429489814,0,-0.087180842
286,830,GEORGE BUSH,1992,12/1/92,0.69318394,0.485,0,1.010776617,6.682297773,4.2,-1.688951443,10.01743983,0,0.084413162,2.6,0.115130082
287,831,GEORGE BUSH,1993,1/1/93,0.839484127,0.56,1.351351351,0.704598945,-1.868131868,0.7,-4.216444132,1.189927128,0.167400308,0.4333276,-2,0.261430269
288,832,GEORGE W. BUSH,2001,1/1/01,0.553604497,0.583333333,-7.692307692,3.463657709,-3.760162602,-1.1,-6.872852234,5.407662295,-0.285177655,-0.642799272,0.6,-0.02444936
289,833,GEORGE W. BUSH,2001,2/1/01,0.440445269,0.583333333,0,-9.229073585,-4.329461457,-1.1,-2.733485194,3.233481439,0,-0.607825261,0.1,-0.137608589
290,834,GEORGE W. BUSH,2001,3/1/01,0.512610229,0.573333333,-2.380952381,-6.420471054,0.993377483,-1.1,-0.681818182,-1.355098774,0,-0.266239605,0.4,-0.065443629
291,835,GEORGE W. BUSH,2001,4/1/01,0.587267081,0.605,-2.325581395,7.681436176,-3.387978142,2.4,-2.044293015,2.283947967,0.58455579,-0.286582172,-0.3,0.009213223
292,836,GEORGE W. BUSH,2001,5/1/01,0.545315977,0.546666667,2.272727273,0.509018712,4.07239819,2.4,-6.12244898,7.867222762,0,-0.612583153,-0.5,-0.032737881
293,837,GEORGE W. BUSH,2001,6/1/01,0.473564753,0.5225,-4.651162791,-2.503538911,0.652173913,2.4,-2.707275804,2.315846235,0,-0.594826677,0,-0.104489105
294,838,GEORGE W. BUSH,2001,7/1/01,0.647920252,0.56,-2.222222222,-1.074015007,-0.215982721,-1.7,2.025886325,1.954480434,-0.415038093,-0.565244656,1.1,0.069866395
295,839,GEORGE W. BUSH,2001,8/1/01,0.552903754,0.56,-6.52173913,-6.410840656,-0.974025974,-1.7,0,6.227199457,0,-0.136042122,1.2,-0.025150104
296,840,GEORGE W. BUSH,2001,9/1/01,0.295997732,0.75,-2.040816327,-8.172340602,-10.6010929,-1.7,-4.735062007,-16.221919,0,-0.382178527,0.2,-0.282056125
297,841,GEORGE W. BUSH,2001,10/1/01,0.429537772,0.88,-6,1.809911145,1.100244499,1.1,3.36889388,33.47022587,0.272371373,-0.433133153,-3.6,-0.148516086
298,842,GEORGE W. BUSH,2001,11/1/01,0.385956595,0.86,-3.773584906,7.517590426,1.451027811,1.1,0.675675676,-6.742134177,0,-0.498796445,0.7,-0.192097263
299,843,GEORGE W. BUSH,2001,12/1/01,0.43256705,0.85,-3.636363636,0.757383419,5.840286055,1.1,0.676056338,-3.381743607,0,0.032823011,0.4,-0.145486808
300,844,GEORGE W. BUSH,2002,1/1/02,0.392595819,0.83,0,-1.557383256,4.72972973,3.5,-2.029312289,4.465772206,0.874514216,0.633154726,1.6,-0.185458039
301,845,GEORGE W. BUSH,2002,2/1/02,0.485337302,0.81,0,-2.076621131,-2.47311828,3.5,-2.025886325,7.359603027,0,-0.02009044,-0.3,-0.092716556
302,846,GEORGE W. BUSH,2002,3/1/02,0.272919168,0.784,0,3.673889362,5.512679162,3.5,-3.370786517,3.142014048,0,0.803120244,0.1,-0.30513469
303,847,GEORGE W. BUSH,2002,4/1/02,0.397253788,0.755,-3.50877193,-6.141762616,-2.821316614,2.4,-5.378151261,11.30824076,0.605732536,0.414264737,-0.1,-0.18080007
304,848,GEORGE W. BUSH,2002,5/1/02,0.471273713,0.756666667,1.694915254,-0.908148108,4.193548387,2.4,-1.338538762,-3.728748597,0,0.417979746,0.7,-0.106780145
305,849,GEORGE W. BUSH,2002,6/1/02,0.319590846,0.7275,0,-7.245535442,-4.643962848,2.4,-0.668523677,5.849478902,0,0.95444587,-0.1,-0.258463012
306,850,GEORGE W. BUSH,2002,7/1/02,0.345960317,0.706,0,-7.900427497,-4.653679654,1.8,-2.672605791,10.19922932,0.444571333,-0.237666439,-0.9,-0.23209354
